我们	r	rr	2_v
今天	t	t	2_v
还	d	d	2_v
没有	v	v	1_v
彻底	a	ad	1_v
解决	v	v	0_Root
腐败	a	an	1_n
问题	n	n	-1_v

党	n	n	3_n
和	c	cc	-1_n
国家	n	n	-1_n
工作	n	n	1_n
人员	n	n	1_v
中	f	f	-1_n
确实	a	ad	1_v
存在	v	v	0_Root
极	d	d	1_m
少数	m	m	1_n
腐败	a	an	1_n
分子	n	n	-1_v

贪污	v	v	1_v
贿赂	n	n	-1_v
等	u	udeng	-1_v
经济	n	n	1_v
犯罪	v	vn	1_a
相当	d	d	1_a
严重	a	a	0_Root

有些	r	rz	1_n
方面	n	n	1_v
还	d	d	1_v
在	p	p	1_v
滋长	v	v	0_Root
和	c	cc	-1_v
蔓延	v	vi	-1_v

我们	r	rr	1_v
既要	c	c	1_v
看到	v	v	0_Root
腐败	a	an	1_n
现象	n	n	1_n
的	u	ude1	-1_n
严重性	n	n	-1_v
和	c	cc	-1_n
危害性	n	n	-1_n

增强	v	v	0_Root
反	v	vi	1_v
腐败	a	an	-1_v
斗争	v	vn	1_n
的	u	ude1	-1_v
紧迫感	n	n	-3_v
和	c	cc	-1_n
使命感	n	n	-1_n

更要	d	d	1_v
坚定	a	ad	1_v
惩治	v	v	0_Root
腐败	a	an	-1_v

搞好	v	v	2_n
廉政	n	n	1_v
建设	v	vn	-1_v
的	u	ude1	-2_v
决心	n	n	0_Root
和	c	cc	-1_n
信心	n	n	-1_n

我们	r	rr	1_n
党	n	n	3_v
和	c	cc	-1_n
国家	n	n	-1_n
对	p	p	1_v
反	v	vi	2_v
贪污	v	v	-1_v
腐败	a	an	-1_v
历来	d	d	1_v
都是	d	d	1_v
很	d	d	1_v
重视	v	v	0_Root
的	u	ude1	-1_v

从来	d	d	1_d
没有	d	d	1_v
放松	v	v	0_Root
过	v	vf	-1_v

毛主席	n	nr1	1_v
在	p	p	1_ns
延安	n	ns	1_v
回答	v	v	0_Root
黄炎培	n	nr	1_n
先生	n	n	1_v
提出	v	v	4_n
的	u	ude1	-1_v
历代	n	n	1_n
政权	n	n	3_p
因	p	p	1_a
腐败	a	an	2_p
而	c	cc	2_p
由	p	p	1_v
兴	v	v	1_p
至	p	p	1_v
衰	a	ag	-1_p
的	u	ude1	-1_p
周期	n	n	1_v
率	v	v	1_n
问题	n	n	-4_v
时	n	ng	-4_v

曾	d	d	1_v
非常	d	d	1_a
自信	a	a	1_v
地	u	ude2	-1_a
说	v	v	0_Root

我们	r	rr	2_v
能	v	v	1_v
跳出	v	vi	0_Root
这	r	rzv	1_v
周期	n	n	1_v
率	v	v	-1_v

毛主席	n	nr1	1_v
号召	v	vn	0_Root
全党	n	n	1_n
同志	n	n	-1_v
学习	v	v	-1_v
郭沫若	n	nr	1_n
同志	n	n	1_v
写	v	v	1_n
的	u	ude1	-1_v
著名	a	a	1_n
史论	n	n	-2_v

在	p	p	3_n
七	m	m	1_q
届	q	q	3_n
二	n	n	1_n
中	n	n	1_n
全会	n	n	0_Root
上	f	f	-1_n

他	r	rr	1_v
告诫	v	v	0_Root
广大	b	b	1_n
党员	n	n	-1_v

干部	n	n	1_v
警惕	v	v	0_Root
被	p	pbei	2_n
糖衣	n	n	1_v
裹	v	v	1_n
着	u	uzhe	-1_v
的	u	ude1	-1_v
炮弹	n	n	1_v
打	v	v	-2_v
倒	v	v	-1_v

建国	v	vi	1_v
后	f	f	-1_v
我们	r	rr	1_n
党	n	n	1_v
和	c	cc	-1_n
政府	n	n	-1_n
先后	d	d	1_v
发布	v	v	0_Root
了	y	y	-1_v

张子善	n	nr	1_r
这样	r	rzv	1_n
的	u	ude1	-1_r
贪污	v	vn	1_n
腐败	a	an	-1_v
分子	n	n	0_Root

为	p	p	1_n
广大	b	b	1_n
干部	n	n	1_v
敲	v	v	0_Root
响	v	v	-1_v
了	u	ule	-2_v
警钟	n	n	-2_v

十一	m	m	1_q
届	q	q	1_n
三中全会	n	n	0_Root
以后	f	f	-1_n

小平	n	nr2	1_n
同志	n	n	1_v
多次	m	mq	1_v
强调	v	v	0_Root
要	v	v	1_v
坚持	v	v	-2_v

精神	n	n	1_n
文明	n	n	1_v
建设	v	vn	2_v
和	c	cc	1_v
党	n	n	1_v
的	u	ude1	-1_n
建设	v	vn	1_v
并列	v	vd	0_Root
为	v	v	-1_v
我国	n	n	2_v
社会主义	n	n	1_v
现代化	v	vn	1_v
建设	v	vn	1_v
的	u	ude1	-1_v
四项	m	m	1_v
保证	v	v	-3_v

一定	d	d	1_d
要	v	v	1_d
从快	d	d	0_Root
从严	d	d	-1_d
从重	d	d	-2_d

对	p	p	3_n
有	v	vyou	1_m
一些	m	mq	3_n
情节	n	n	1_a
特别	d	d	1_a
严重	a	a	2_n
的	u	ude1	-1_a
犯罪	n	n	1_n
分子	n	n	0_Root

必须	d	d	1_v
给以	v	vx	0_Root
最	d	d	1_a
严厉	a	a	1_v
的	u	ude1	-1_a
法律	n	n	1_v
制裁	v	vn	-1_v

不能	d	d	1_z
松	z	z	0_Root
松	z	z	-1_z
垮	z	z	-2_z
垮	z	z	-1_z

不能	d	d	1_v
处理	v	v	0_Root
太	d	d	1_a
轻	a	a	-1_v
了	y	y	-1_a

要	v	v	1_v
真	d	d	1_v
抓	v	v	0_Root
几	m	m	1_q
件	q	q	1_n
事	n	n	-1_v

用	p	p	1_n
事实	n	n	1_v
体现	v	v	0_Root
出来	v	vf	-1_v

关于	p	p	1_v
打击	v	v	5_n
经济	n	n	1_n
领域	n	n	2_n
中	f	f	-1_n
严重	a	a	1_n
犯罪	n	n	1_n
活动	n	n	-1_v
的	u	ude1	-1_v
决定	n	n	0_Root

全国	n	nt	1_nt
人大	n	nt	1_nt
常委会	n	nt	1_v
作出	v	v	0_Root

关于	p	p	1_v
严惩	v	v	3_n
严重	a	ad	1_v
破坏	v	v	2_n
经济	n	n	-1_v
的	u	ude1	-1_v
罪犯	n	n	-2_v
的	u	ude1	-2_v
决定	n	n	0_Root

一九八九	m	m	1_m
年	m	m	1_v
又	d	d	1_v
发布	v	v	0_Root

掀起	v	v	0_Root
反	v	vi	2_v
贪污	v	v	-1_v
贿赂	n	n	-1_v
斗争	v	vn	1_n
的	u	ude1	-1_v
高潮	n	n	-4_v

党	n	n	1_n
的	u	ude1	-1_n
十四大	n	n	1_v
和	c	cc	-1_n
最近	t	t	2_n
江泽民	n	nr	1_n
同志	n	n	1_n
的	u	ude1	-1_n
一系列	m	m	1_n
讲话	n	n	-2_n
也	d	d	1_v
都	d	d	1_v
一再	d	d	1_v
强调	v	v	0_Root
在	p	p	1_n
改革	v	v	1_n
开放	v	v	-1_v
的	u	ude1	-2_v
整个	b	b	1_n
过程	n	n	2_v
中	f	f	-1_n
都	d	d	2_v
要	v	v	1_v
反	v	vi	-4_v
腐败	a	an	-1_v

把	p	pba	2_v
反	v	vi	1_v
腐败	a	an	-1_v
斗争	v	vn	1_v
作为	v	v	0_Root
重大	a	a	2_n
政治	n	n	1_n
任务	n	n	-1_v
抓紧抓好	v	vd	-1_v

务必	d	d	1_v
在	p	p	1_t
近期	t	t	1_v
内	f	f	-1_t
取得	v	v	0_Root
明显	a	a	2_n
的	u	ude1	-1_a
阶段性	n	n	1_n
成果	n	n	-1_v

是	v	vshi	1_v
我们	r	rr	1_n
党	n	n	2_n
和	c	cc	-1_n
国家	n	n	-1_n
的	u	ude1	-2_n
性质	n	n	1_v
所	u	usuo	1_v
决定	v	v	0_Root
的	u	ude1	-1_v

我们	r	rr	1_n
党	n	n	1_v
是	v	vshi	0_Root
无产阶级	n	n	1_n
政党	n	n	-1_v

我们	r	rr	1_n
的	u	ude1	-1_r
政府	n	n	1_v
是	v	vshi	0_Root
人民	n	n	1_n
的	u	ude1	-1_n
政府	n	n	-1_v

是	v	vshi	2_v
以	p	p	1_v
全心全意	d	dl	1_v
为	p	p	1_n
人民	n	n	1_v
服务	v	vn	1_v
为	v	v	0_Root
根本	a	a	1_n
宗旨	n	n	-1_v
的	u	ude1	-1_v

社会主义	n	n	1_n
的	u	ude1	-1_n
本质	n	n	1_v
是	v	vshi	0_Root
解放	v	v	-1_v
和	c	cc	-1_v
发展	v	vn	-1_v
生产力	n	n	-2_v

逐步	d	d	1_v
达到	v	v	0_Root
共同	d	d	1_a
富裕	a	a	-1_v

党	n	n	2_n
和	c	cc	-1_n
政府	n	n	-1_n
的	u	ude1	-2_n
性质	n	n	1_v
决定	v	v	0_Root
了	u	ule	-1_v
必须	d	d	2_p
把	p	pba	2_v
为	v	v	1_n
人民	n	n	1_v
谋	v	v	1_p
利益	n	n	-1_v
作为	p	p	-3_v
自己	r	rr	1_v
全部	m	m	1_v
活动	v	vn	-1_p

全部	m	m	1_n
政策	n	n	1_n
的	u	ude1	-1_n
出发点	n	n	0_Root
和	c	cc	-1_n
归宿	n	n	-1_n

也	d	d	1_v
决定	v	v	0_Root
了	u	ule	-1_v
党	n	n	2_n
和	c	cc	-1_n
政府	n	n	-1_n
的	u	ude1	-2_n
各级	r	r	1_n
机关	n	n	2_v
和	c	cc	-1_n
工作	n	n	1_n
人员	n	n	-2_n
必须	d	d	2_v
全心全意	d	dl	2_v
地	u	ude2	-1_d
为	v	v	1_n
人民	n	n	1_v
服务	v	vn	-2_v

这	r	rzv	1_v
在	p	p	1_n
党章	n	n	1_v
和	c	cc	-1_n
宪法	n	n	-1_n
中	f	f	-2_n
都	d	d	1_v
有	v	vyou	0_Root
明确	a	ad	1_v
体现	v	v	-1_v

没有	v	v	0_Root
自己	r	rr	1_n
特殊	a	a	1_n
的	u	ude1	-1_a
利益	n	n	-1_v

除了	p	p	6_n
法律	n	n	2_n
和	c	cc	-1_n
政策	n	n	-1_n
规定	n	n	1_n
范围	n	n	2_n
内	f	f	-1_n
的	u	ude1	-1_n
个人	n	n	1_n
利益	n	n	0_Root
和	c	cc	-1_n
工作	v	vn	1_n
职权	n	n	-1_n
以外	f	f	-1_n

所有	b	b	1_n
共产党员	n	n	2_v
都	d	d	2_v
不得	v	vi	1_v
谋求	v	v	0_Root
任何	r	rz	1_n
私利	n	n	-1_v
和	c	cc	-1_n
特权	n	n	-1_n

一切	r	rz	1_nl
国家机关	n	nl	1_v
和	c	cc	-1_nl
国家	n	n	2_n
工作	n	n	1_n
人员	n	n	-1_nl
必须	d	d	1_v
依靠	v	v	0_Root
人民	n	n	1_v
的	u	ude1	-1_n
支持	v	vn	-1_v

经常	d	d	1_v
保持	v	v	0_Root
同	p	p	1_n
人民	n	n	1_v
的	u	ude1	-1_n
密切	a	ad	1_v
联系	v	v	-1_v

倾听	v	v	0_Root
人民	n	n	1_n
的	u	ude1	-1_n
意见	n	n	-1_v
和	c	cc	-1_n
建议	n	n	-1_n

接受	v	v	0_Root
人民	n	n	1_v
的	u	ude1	-1_n
监督	v	vn	-1_v

努力	a	ad	2_v
为	v	v	1_n
人民	n	n	1_v
服务	v	vn	0_Root

是	v	vshi	0_Root
我们	r	rr	1_n
党	n	n	3_n
和	c	cc	-1_n
国家	n	n	-1_n
的	u	ude1	-2_n
本质	n	n	1_n
属性	n	n	1_r
之一	r	rz	-1_v

任何	r	rz	1_n
腐败	a	an	1_n
行为	n	n	1_d
都是	d	d	0_Root
有悖于	v	v	-1_d
党	n	n	2_n
和	c	cc	-1_n
政府	n	n	-1_n
的	u	ude1	-2_n
根本	a	a	1_n
宗旨	n	n	-1_v

同	p	p	2_n
社会主义	n	n	1_n
制度	n	n	2_d
根本	d	d	1_d
不相容	d	d	0_Root
的	u	ude1	-1_d

这	r	rzv	1_v
不仅	c	c	1_v
是个	v	vshi	0_Root
理论	n	n	1_n
问题	n	n	-1_v

更	d	d	1_a
重要	a	a	1_v
的	u	ude1	-1_a
是个	v	vshi	0_Root
客观	a	a	1_n
事实	n	n	-1_v

一心	d	d	1_v
为	v	v	1_n
民	n	ng	-1_v
的	u	ude1	-1_v
焦裕禄	n	nr	1_k
式	k	k	1_n
的	u	ude1	-1_k
优秀	a	a	1_n
党员	n	n	0_Root
和	c	cc	-1_n
模范	n	n	1_n
人物	n	n	-2_n

无私	v	vl	1_v
奉献	v	vl	2_n
的	u	ude1	-1_v
共产党	n	n	1_n
人	n	n	0_Root

是	v	vshi	2_v
可以	v	v	1_v
经常	d	d	1_v
看到	v	v	0_Root
和	c	cc	-1_v
听到	v	v	-1_v
的	u	ude1	-2_v

我们	r	rr	2_v
还	d	d	2_v
应该	v	v	1_v
看到	v	v	0_Root
当今	t	t	1_ns
中国	n	ns	1_n
社会	n	n	1_n
一个	m	mq	1_n
最大	d	d	1_n
的	u	ude1	-1_d
现实	n	n	-1_v

我们	r	rr	1_n
党	n	n	1_v
制定	v	v	0_Root
并	c	cc	-1_v
执行	v	v	-1_v
了	u	ule	-2_v
一条	m	m	3_n
建设	v	vn	3_n
有	v	vyou	2_n
中国	n	ns	1_n
特色	n	n	-1_v
的	u	ude1	-1_v
社会主义	n	n	-2_v
的	u	ude1	-2_v
路线	n	n	-4_v
和	c	cc	-1_n
一系列	m	m	1_n
重大	a	a	1_n
方针	n	n	-1_n
政策	n	n	-1_n

改革	v	v	2_v
开放	v	v	-1_v
不断	d	d	1_v
深化	v	v	0_Root

经济	n	n	1_v
建设	v	vn	1_v
迅速	a	ad	1_v
发展	v	v	0_Root

国家	n	n	1_n
实力	n	n	1_v
大为	d	d	1_v
增强	v	v	0_Root

人民	n	n	1_n
生活	v	vn	1_n
水平	n	n	2_n
明显	n	n	1_n
提高	n	n	0_Root

这	r	rzv	1_v
是	v	vshi	0_Root
举世	n	n	1_v
公认	v	v	1_n
的	u	ude1	-1_v
事实	n	n	-2_v

我国	n	n	1_v
发生	v	v	0_Root
如此	r	rzv	1_a
巨大	a	a	1_v
的	u	ude1	-1_a
变化	v	vn	-1_v

凝聚	v	v	0_Root
了	u	ule	-1_v
广大	b	b	4_n
党政	n	n	1_n
机关	n	n	2_n
工作	n	n	1_n
人员	n	n	2_a
的	u	ude1	-1_n
艰苦	a	a	1_a
努力	a	an	-1_v
和	c	cc	-1_a
辛勤	a	a	1_v
劳动	v	vn	-2_a

从	p	p	1_n
总体	n	n	1_v
上	f	f	-1_n
说	v	v	0_Root

党	n	n	2_n
和	c	cc	-1_n
国家机关	n	nl	-1_n
工作	n	n	1_n
人员	n	n	1_m
的	u	ude1	-1_n
大多数	m	m	1_v
是	v	vshi	1_v
廉洁奉公	v	vl	0_Root
的	u	ude1	-1_v

生活	v	vn	1_d
也是	d	d	0_Root
比较	d	d	1_a
清苦	a	a	-2_d
的	u	ude1	-1_a

为	p	p	1_a
政	n	ng	-1_p
清廉	a	a	1_v
是	v	vshi	0_Root
本质	n	n	-1_v
和	c	cc	-1_n
主流	n	n	-1_n

我们	r	rr	1_n
党	n	n	1_v
和	c	cc	-1_n
国家	n	n	-1_n
惩治	v	v	2_v
贪污	v	v	2_n
贿赂	n	n	-1_v
等	u	udeng	-1_v
腐败	a	a	1_n
现象	n	n	-2_v
是	v	vshi	0_Root
坚决	a	a	-1_v
的	u	ude1	-1_a

是	v	vshi	1_v
取得	v	v	0_Root
了	u	ule	-1_v
很	d	d	1_a
大	a	a	1_n
成绩	n	n	-1_v
的	u	ude1	-1_v

仅	d	d	2_v
从	p	p	3_n
检察	b	b	1_n
机关	n	n	1_v
查办	v	v	2_n
案件	n	n	-1_v
情况	n	n	1_v
看	v	v	0_Root

一九	m	m	2_m
八八	m	m	-1_m
年	m	m	0_Root
至	p	p	2_t
今年	t	t	1_t
八月	t	t	-1_m

全国	n	n	1_n
检察	b	b	1_n
机关	n	n	1_v
共	d	d	1_v
立案	v	vi	0_Root
侦查	v	v	-1_v
贪污	v	v	1_n
贿赂	v	v	-1_v
案件	n	n	-4_v
二十二点六万	m	m	1_q
多	m	m	-1_m
件	q	q	-1_n

挪用	v	v	2_n
公款	n	n	-1_v
案件	n	n	0_Root
四万	m	m	1_q
多	m	m	-1_m
件	q	q	-1_n

骗取	v	v	2_n
国家	n	n	-1_v
出口退税	v	vn	-1_v
案件	n	n	0_Root
四万	m	m	1_q
多	m	m	-1_m
件	q	q	-1_n

制售	v	v	1_n
伪劣商品	b	b	-1_v
案件	n	n	0_Root
近	a	a	1_m
八千	m	m	1_q
件	q	q	-1_n

没有	v	v	0_Root
任何	r	rz	1_n
一个	m	m	1_n
政党	n	n	-1_v

正视	v	v	0_Root
存在	v	v	1_n
的	u	ude1	-1_v
腐败	a	an	1_n
问题	n	n	-2_v

通过	p	p	1_n
自身	r	rr	1_n
的	u	ude1	-1_r
力量	n	n	1_v
惩治	v	v	0_Root
队伍	n	n	1_f
内部	f	f	1_n
的	u	ude1	-1_f
腐败	a	an	1_n
分子	n	n	-1_v

坚决	a	ad	1_v
消除	v	v	0_Root
队伍	n	n	1_f
内部	f	f	1_v
发生	v	v	1_n
的	u	ude1	-1_v
腐败	a	an	1_n
现象	n	n	-2_v

江泽民	n	nr	1_n
同志	n	n	3_n
在	p	p	2_n
中纪委	n	n	1_n
二	m	m	1_q
次	q	qv	1_n
全会	n	n	1_n
上	f	f	-1_n
的	u	ude1	-1_n
重要	a	a	1_n
讲话	n	n	1_v
发表	v	v	0_Root
之后	f	f	-1_v

反	v	vi	1_v
腐败	a	an	-1_v
斗争	v	vn	1_n
的	u	ude1	-1_v
发展	v	vn	1_n
势头	n	n	1_a
非常	d	d	1_a
好	a	a	0_Root

全党	n	n	1_v
都	d	d	1_v
动员	v	v	0_Root
起来	v	vf	-1_v
了	y	y	-2_v

各行各业	n	nl	1_v
都	d	d	1_v
在	p	p	1_v
认真	a	ad	1_v
开展	v	v	0_Root
反	v	vi	1_v
腐败	a	an	-1_v
斗争	v	vn	-2_v

党中央	n	nt	1_v
反	v	vi	1_n
腐败	a	an	-1_v
的	u	ude1	-1_v
指示	n	n	1_a
坚决	a	a	0_Root

工作	v	vn	1_v
部署	v	vn	1_a
得当	a	a	0_Root
有力	a	a	-1_a

已	d	d	1_v
发现	v	v	1_nl
的	u	ude1	-1_v
一批	m	m	1_nl
大案要案	n	nl	1_v
正在	d	d	1_v
查处	v	v	0_Root
中	f	f	-1_v

加强	v	v	2_v
廉政	n	n	1_v
建设	v	vn	-1_v
非常	d	d	1_v
支持	v	v	0_Root

有力	a	a	1_v
地	u	ude2	-1_a
推动	v	v	0_Root
了	u	ule	-1_v
反	v	vi	1_v
腐败	a	an	-1_v
斗争	v	vn	1_v
的	u	ude1	-1_v
开展	v	vn	-3_v

贪污	v	v	2_n
贿赂	n	n	-1_v
等	u	udeng	-1_v
腐败	a	a	1_n
现象	n	n	0_Root
与	c	cc	-1_n
社会主义	n	n	1_n
制度	n	n	-2_n

与	p	p	3_n
党	n	n	2_n
和	c	cc	-1_n
人民	n	n	-1_n
的	u	ude1	-2_n
利益	n	n	2_d
是	v	vshi	2_d
根本	d	d	1_d
不相容	d	d	0_Root
的	u	ude1	-1_d

消除	v	v	1_v
腐败	a	an	1_n
现象	n	n	-1_v
是	v	vshi	0_Root
党	n	n	2_n
和	c	cc	-1_n
国家	n	n	-1_n
的	u	ude1	-2_n
利益	n	n	1_n
所在	n	n	-1_v

是	v	vshi	0_Root
广大	b	b	1_n
人民	n	n	2_n
群众	n	n	-1_n
的	u	ude1	-2_n
共同	b	b	1_n
意愿	n	n	-1_v

只要	c	c	1_v
我们	r	rr	1_v
坚持	v	v	0_Root
认真	a	a	1_v
地	u	ude2	-1_a
抓	v	v	-1_v
下去	v	vf	-1_v

惩治	v	v	2_v
贪污	v	v	2_n
贿赂	n	n	-1_v
等	u	udeng	-1_v
腐败	a	a	1_n
现象	n	n	-2_v
的	u	ude1	-2_v
斗争	v	vn	2_v
一定	d	d	2_v
能够	v	v	1_v
取得	v	v	0_Root
明显	a	a	1_n
成效	n	n	-1_v

当前	t	t	2_v
贪污	v	v	1_v
贿赂	n	n	-1_v
等	u	udeng	-1_v
经济	n	n	1_v
犯罪	v	vn	1_v
的	u	ude1	-1_v
突出	a	a	1_v
表现	v	vn	0_Root
和	c	cc	-1_v
特点	n	n	-1_v

我们	r	rr	1_v
必须	d	d	1_v
清醒	a	a	1_v
地	u	ude2	-1_a
看到	v	v	0_Root

党	n	n	1_v
和	c	cc	-1_n
政府	n	n	-1_n
内	f	f	-2_n
确实	a	ad	1_v
存在	v	v	0_Root
腐败	a	an	1_n
现象	n	n	-1_v

少数	m	m	3_n
国家	n	n	2_n
工作	n	n	1_n
人员	n	n	1_v
以权谋私	v	vl	0_Root

最为	d	d	1_a
严重	a	a	1_d
的	u	ude1	-1_a
就是	d	d	0_Root
利用	v	v	1_n
职权	n	n	1_v
进行	v	vx	-1_d
贪污	v	vn	4_n
贿赂	n	n	-1_v
等	u	udeng	-1_v
经济	n	n	1_n
犯罪	n	n	1_n
活动	n	n	-2_v

从	p	p	3_n
检察	b	b	1_n
机关	n	n	1_v
近年来	d	dl	1_v
查办	v	v	2_n
案件	n	n	-1_v
的	u	ude1	-1_v
情况	n	n	1_v
看	v	v	0_Root

贪污	v	v	1_v
贿赂	n	n	-1_v
等	u	udeng	-1_v
经济	n	n	1_v
犯罪	v	vn	1_v
主要	d	d	1_v
表现	v	v	0_Root
在	p	p	1_n
以下	f	f	1_n
几	m	m	1_n
方面	n	n	-1_v

少数	m	m	3_n
党政	n	n	1_n
机关	n	n	1_n
干部	n	n	1_v
进行	v	vx	0_Root
权钱交易	n	n	-1_v

在	p	p	1_v
改革	v	vn	0_Root
开放	v	vn	-1_v
和	c	cc	-2_v
社会主义	n	n	1_n
商品经济	n	n	-2_v

少数	m	m	1_v
党政	n	n	1_n
机关	n	n	1_v
领导	v	vn	1_v
干部	n	n	-1_v
把	p	pba	1_n
权力	n	n	1_v
商品化	v	vn	0_Root

把	p	pba	2_n
市场经济	n	n	1_v
奉行	v	v	1_n
的	u	ude1	-1_v
等价	v	vl	1_v
交换	v	vl	1_n
原则	n	n	1_v
引入	v	v	0_Root
党	n	n	1_v
的	u	ude1	-1_n
生活	v	vn	-1_v
和	c	cc	-1_v
国家机关	n	nl	1_v
政务	n	n	1_v
活动	v	vn	-1_v
中	f	f	-2_v

一九	m	m	2_m
八八	m	m	-1_m
年	m	m	1_v
至	p	p	2_t
今年	t	t	1_t
八月	t	t	1_v
检察	b	b	1_n
机关	n	n	1_v
立案	v	vi	5_n
查办	v	v	-1_v
犯	v	v	5_n
有	v	vyou	-1_v
贪污	v	vn	1_v
贿赂	n	n	-1_v
等	u	udeng	-1_v
经济	n	n	1_v
犯罪	v	vn	-3_v
的	u	ude1	-4_v
党政	n	n	1_n
机关	n	n	1_n
干部	n	n	0_Root
近	a	a	1_m
二点五万	m	m	1_n
人	n	n	-1_n

其中	r	rz	1_m
有	v	vyou	1_m
一些	m	mq	1_v
是	v	vshi	0_Root
领导	n	n	-1_v
干部	n	n	-1_n

他们	r	rr	1_d
虽然	c	c	1_d
只是	d	d	0_Root
干部	n	n	1_n
队伍	n	n	1_m
中	f	f	-1_n
的	u	ude1	-1_n
极	d	d	1_m
少数	m	m	-2_d

但	c	c	2_v
其	r	rz	1_v
危害	v	vn	1_v
是	v	vshi	0_Root
相当	d	d	1_a
严重	a	a	-1_v
的	u	ude1	-1_a

我们	r	rr	1_v
查办	v	v	4_n
的	u	ude1	-1_v
洛阳	n	ns	1_n
市委	n	n	1_n
书记	n	n	1_n
武振国	n	nr	-1_n
受贿	n	n	1_n
案	n	n	0_Root

苏州	n	ns	1_ns
市	n	ns	2_n
代	n	n	1_n
市长	n	n	1_n
唐韧	t	tg	-1_n
受贿	n	n	1_n
案	n	n	0_Root

青海	n	ns	1_n
省	n	n	1_n
人大	n	n	1_n
常委会	n	n	1_b
副主任	b	b	1_n
韩福才	n	nr	-1_b
